Код;Наименование;Иерархия;Артикул;Количество;Цена;Бренд;ИмяФайлаИзображения;Новинка;HAPPY_МОЛЛОстаток;ГлобусОстаток;ЛазурныйОстаток;ОранжевыйОстаток;ПассажОстаток;ТауОстаток;ЗаказОстаток;10 летняя батарея;Bluetooth;Барометр\альтиметр;Браслет;Будильник;Включение,отключение звука кнопок;Водозащита;Грязеустойчивость;Дополнительно;Индикатор приливов и отливов;Индикатор уровня заряда аккумулятора;Компас;Материал корпуса;Мелодия;Мировое время;Отображение данных о Луне;Пол;Прием радиосигнала точного времени;Размер корпуса;Резерв хода;Сверх яркая подсветка;Связь со смартфоном;Скидка;Солнечная батарея;Стекло;Страна бренда;Страна производитель;Таймер;Таймер рыбалки;Термометр;Тип механизма;Ударопрочность;Устойчивость к воздействию магнитного поля;Форма корпуса;Функция поиска телефона;Функция секундомера;Хит продаж;Ход стрелки;Хронограф;Циферблат;Шагомер;ЦенаСоСкидкой;
Ц0000017967;GBA-800-1A Casio;ЧАСЫ/Наручные/Casio (Япония);GBA-800-1A;3;16990;Casio (Япония);GBA-800-1A .jpg;0;1;0;1;0;0;1;0;;Есть;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;есть;;Мужские;;54;;есть;есть;;;Минеральное;Япония;;есть;;;Кварцевый;есть;;Круг;есть;есть;;;есть;Комбинированный;есть;16990;
Ц0000017451;GBA-800-9A Casio;ЧАСЫ/Наручные/Casio (Япония);GBA-800-9A;2;16990;Casio (Япония);GBA-800-9A.jpg;0;0;0;1;0;1;0;0;;Есть;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;есть;;Мужские;;54;;есть;есть;;;Минеральное;Япония;;есть;;;Кварцевый;есть;;Круг;;есть;;;;Комбинированный;есть;16990;
Ц0000018347;GBA-900-1A Casio;ЧАСЫ/Наручные/Casio (Япония);GBA-900-1A;2;16990;Casio (Япония);GBA-900-1A .jpg;0;1;1;0;0;0;0;0;;Есть;;Пластиковый;есть;;WR 200m;;;;есть;;Пластик;;есть;;Мужские;есть;49;;есть;есть;;;Минеральное;Япония;;есть;;;Кварцевый;есть;есть;Круг;;есть;;;есть;;есть;16990;
Ц0000022500;GBA-900-4A Casio;ЧАСЫ/Наручные/Casio (Япония);GBA-900-4A;1;12990;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12990;
Ц0000020480;GBA-900SM-1A3 Casio;ЧАСЫ/Наручные/Casio (Япония);GBA-900SM-1A3;2;17990;Casio (Япония);GBA-900SM-1A3.jpg;0;0;1;0;0;1;0;0;;;;Полиуретановый;есть;есть;WR 200m;есть;;;;;Пластик;;есть;;Мужские;;51;;есть;;;есть;Минеральное;Япония;Япония;;;;Кварцевый;есть;;Круг;;есть;;;есть;Комбинированный;;17990;
Ц0000022501;GBA-900SM-7A9 Casio;ЧАСЫ/Наручные/Casio (Япония);GBA-900SM-7A9;1;13790;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13790;
Ц0000021247;GBA-900UU-3A Casio;ЧАСЫ/Наручные/Casio (Япония);GBA-900UU-3A;0;16990;Casio (Япония);GBA-900UU-3A .jpg;0;0;0;0;0;0;0;0;;Есть;;Пластиковый;есть;;WR 200m;;;;;;Пластик;;;;Мужские;;51;;;;;;Минеральное;Япония;;есть;;;;есть;;;;;;;есть;Комбинированный;;16990;
Ц0000021388;GBA-900UU-5A Casio;ЧАСЫ/Наручные/Casio (Япония);GBA-900UU-5A;3;16990;Casio (Япония);GBA-900UU-5A.jpg;0;1;0;1;0;1;0;0;;Есть;;Пластиковый;есть;;WR 200m;;;;;;Пластик;;;;Мужские;;51;;;;;;Минеральное;Япония;;есть;;;Кварцевый;есть;;Круг;;;;;;Комбинированный;;16990;
Ц0000022502;GBD-100-1A7 Casio;ЧАСЫ/Наручные/Casio (Япония);GBD-100-1A7;1;15290;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15290;
Ц0000021524;GBD-100-1D Casio;ЧАСЫ/Наручные/Casio (Япония);GBD-100-1D;3;18490;Casio (Япония);GBD-100-1D.jpg;0;0;0;1;0;1;1;0;;Есть;;Пластиковый;;;WR 200m;;;;;;Пластик;;есть;;Мужские;;49;;;есть;;;Минеральное;Япония;;есть;;;Кварцевый;есть;;Круг;есть;есть;;;есть;Цифровой;есть;18490;
Ц0000020350;GBD-100-2E Casio;ЧАСЫ/Наручные/Casio (Япония);GBD-100-2E;2;18490;Casio (Япония);GBD-100-2E.jpg;0;1;0;0;0;1;0;0;;;;Пластиковый;есть;есть;WR 200m;есть;;;;;Пластик;;;;Мужские;;49;;есть;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Круг;;есть;;;;Цифровой;;18490;
Ц0000022503;GBD-100BAR-4E Casio;ЧАСЫ/Наручные/Casio (Япония);GBD-100BAR-4E;1;19890;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19890;
Ц0000020433;GBD-100SM-1D Casio;ЧАСЫ/Наручные/Casio (Япония);GBD-100SM-1D;1;18990;Casio (Япония);GBD-100SM-1D.jpg;0;0;0;0;0;1;0;0;;Есть;;Пластиковый;;;WR 200m;;;;;;Пластик;;есть;;Мужские;;;;;;;;Минеральное;Япония;;;;;Кварцевый;есть;;Круг;;есть;;;есть;Цифровой;;18990;
Ц0000020402;GBD-100SM-1E Casio;ЧАСЫ/Наручные/Casio (Япония);GBD-100SM-1E;3;18990;Casio (Япония);GBD-100SM-1E.jpg;0;1;1;1;0;0;0;0;;Есть;;Пластиковый;есть;;WR 200m;;;;;;Пластик;;;;;;;;есть;;;;Минеральное;Япония;;;;;Кварцевый;есть;;Круг;;;;;есть;Цифровой;;18990;
Ц0000021248;GBD-200-1 Casio;ЧАСЫ/Наручные/Casio (Япония);GBD-200-1;5;18990;Casio (Япония);GBD-200-1 .jpg;0;1;1;1;0;1;1;0;;Есть;;Пластиковый;есть;;WR 200m;;;;;;Пластик;;есть;;Мужские;;;;;;;;Минеральное;Япония;;;;;Кварцевый;есть;;Круг;;;;;есть;Цифровой;;18990;
Ц0000021159;GBD-200-2E Casio;ЧАСЫ/Наручные/Casio (Япония);GBD-200-2E;2;18990;Casio (Япония);GBD-200-2E.jpg;0;1;0;1;0;0;0;0;;Есть;;Пластиковый;есть;;WR 200m;;;;;;Пластик;;есть;;Мужские;;;;;;;;Минеральное;Япония;;;;;Кварцевый;есть;;Квадрат;;;;;есть;Цифровой;;18990;
Ц0000020351;GBD-200-9E Casio;ЧАСЫ/Наручные/Casio (Япония);GBD-200-9E;2;18990;Casio (Япония);GBD-200-9E.jpg;0;0;0;1;0;0;1;0;;;;Полиуретановый;есть;есть;WR 200m;есть;;;;;Пластик;;есть;;Мужские;;46;;есть;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Прямоугольник;;есть;;;;Цифровой;;18990;
Ц0000022504;GBD-200SM-1A5 Casio;ЧАСЫ/Наручные/Casio (Япония);GBD-200SM-1A5;1;16850;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16850;
Ц0000022505;GBD-200UU-1E Casio;ЧАСЫ/Наручные/Casio (Япония);GBD-200UU-1E;1;16050;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16050;
Ц0000016740;GBD-800-1B Casio;ЧАСЫ/Наручные/Casio (Япония);GBD-800-1B;1;13990;Casio (Япония);GBD-800-1B.jpg;0;0;0;1;0;0;0;0;;Есть;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;есть;;Мужские;есть;49;;есть;есть;;;Минеральное;Япония;;есть;;;Кварцевый;есть;;Круг;;есть;;;есть;Цифровой;есть;13990;
Ц0000017354;GBD-800-1E Casio;ЧАСЫ/Наручные/Casio (Япония);GBD-800-1E;1;13990;Casio (Япония);GBD-800-1E.jpg;0;0;0;0;0;1;0;0;;Есть;;Пластиковый;есть;;WR 200m;;;;;;Пластик;;есть;;Мужские;есть;49;;;есть;;;Минеральное;Япония;;есть;;есть;Кварцевый;есть;;Круг;;есть;;;есть;Цифровой;есть;13990;
Ц0000014354;GBD-800UC-5E Casio;ЧАСЫ/Наручные/Casio (Япония);GBD-800UC-5E;1;13990;Casio (Япония);GBD-800UC-5E.jpg;0;0;0;0;0;0;1;0;;Есть;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;есть;;Мужские;есть;49;;;есть;;;Минеральное;Япония;;есть;;;Кварцевый;есть;;Круг;;есть;;;есть;Цифровой;есть;13990;
Ц0000021338;GBD-800UC-8E Casio;ЧАСЫ/Наручные/Casio (Япония);GBD-800UC-8E;1;13990;Casio (Япония);GBD-800UC-8E.jpg;0;1;0;0;0;0;0;0;;Есть;;Пластиковый;;;WR 200m;;;;;;Пластик;;есть;;Мужские;;49;;;;;;Минеральное;Япония;;есть;;;Кварцевый;есть;;Круг;;есть;;;есть;Цифровой;;13990;
Ц0000021525;GBX-100-1D Casio;ЧАСЫ/Наручные/Casio (Япония);GBX-100-1D;3;19990;Casio (Япония);GBX-100-1D.jpg;0;1;1;1;0;0;0;0;;Есть;;Пластиковый;есть;;WR 200m;;;;;;Пластик, сталь;;есть;;Мужские;;;;;;;;Минеральное;Япония;;;;;Кварцевый;есть;;Квадрат;;;;;есть;Цифровой;;19990;
Ц0000022506;GBX-100-2E Casio;ЧАСЫ/Наручные/Casio (Япония);GBX-100-2E;1;16050;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16050;
Ц0000021577;GBX-100NS-1D Casio;ЧАСЫ/Наручные/Casio (Япония);GBX-100NS-1D;2;21290;Casio (Япония);GBX-100NS-1D .jpg;0;0;0;0;0;1;1;0;;Есть;;Пластиковый;;;WR 200m;;;;;;Сталь с IP покрытием;;есть;;Мужские;;46;;;есть;;;Минеральное;Япония;;есть;;;Кварцевый;есть;;Прямоугольник;;есть;;;есть;Цифровой;;21290;
Ц0000021665;GBX-100NS-4D Casio;ЧАСЫ/Наручные/Casio (Япония);GBX-100NS-4D;1;21590;Casio (Япония);GBX-100NS-4D.jpg;0;1;0;0;0;0;0;0;;Есть;;Пластиковый;;;WR 200m;;;есть;;;Сталь с IP покрытием;;есть;;Мужские;;46*51;;;есть;;;Минеральное;Япония;;есть;;;Кварцевый;есть;;Прямоугольник;;есть;;;есть;Цифровой;;21590;
Ц0000021249;GD-100-1B  Casio;ЧАСЫ/Наручные/Casio (Япония);GD-100-1B;1;13490;Casio (Япония);GD-100-1B.jpg;0;0;1;0;0;0;0;0;;;;Пластиковый;есть;;WR 200m;;;;;;Пластик, сталь;;есть;;Мужские;;51;;;;;;Минеральное;Япония;;есть;;;Кварцевый;есть;;Круг;;есть;;;есть;Цифровой;;13490;
Д0000001580;GD-100GB-1E Casio;ЧАСЫ/Наручные/Casio (Япония);GD-100GB-1E;3;13990;Casio (Япония);GD-100GB-1E.jpg;0;1;0;1;0;0;1;0;;;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;есть;;Мужские;;55;;;;;;Минеральное;Япония;;есть;;;Кварцевый;есть;;Круг;;есть;;;есть;Цифровой;;13990;
Д0000000011;GD-100MS-3E Casio;ЧАСЫ/Наручные/Casio (Япония);GD-100MS-3E;1;11990;Casio (Япония);GD-100MS-3E.jpg;0;0;1;0;0;0;0;0;;;;Пластиковый;;;WR 200m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Цифровой;;11990;
СТ000006031;GD-110-7E Casio;ЧАСЫ/Наручные/Casio (Япония);GD-110-7E;1;12990;Casio (Япония);GD-110-7E.jpg;0;0;0;1;0;0;0;0;;;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;;;Мужские;;55;;;;;;Минеральное;Япония;;;;;Кварцевый;есть;;Круг;;есть;;;;Цифровой;;12990;
Ц0000013567;GD-120BT-1 Casio;ЧАСЫ/Наручные/Casio (Япония);GD-120BT-1;1;11990;Casio (Япония);GD-120BT-1.jpg;0;1;0;0;0;0;0;0;;;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;есть;;Мужские;;55;;есть;;;;Минеральное;Япония;;есть;;;Кварцевый;есть;;Круг;;;;;есть;Цифровой;;11990;
Ц0000003125;GD-120CM-8E(8D) Casio;ЧАСЫ/Наручные/Casio (Япония);GD-120CM-8E(8D);1;13390;Casio (Япония);GD-120CM-8E.jpg;0;0;0;0;0;1;0;0;;;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;есть;;Мужские;;57;;;;;;Минеральное;Япония;;есть;;;Кварцевый;есть;;Круг;;есть;;;есть;Цифровой;;13390;
Ц0000004940;GD-400-1E Casio;ЧАСЫ/Наручные/Casio (Япония);GD-400-1E;1;13990;Casio (Япония);GD-400-1E.jpg;0;0;1;0;0;0;0;0;;;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;есть;;Мужские;;55;;есть;;;;Минеральное;Япония;;есть;;;Кварцевый;есть;;Круг;;есть;;;есть;Цифровой;;13990;
Ц0000008219;GG-1000-1A Casio;ЧАСЫ/Наручные/Casio (Япония);GG-1000-1A;2;34990;Casio (Япония);GG-1000-1A.jpg;0;0;0;0;0;1;1;0;;;;Пластиковый;есть;есть;WR 200m;есть;Компас;;;есть;Пластик;;есть;;Мужские;;56;;есть;;;;Минеральное;Япония;;есть;;есть;Кварцевый;есть;есть;Круг;;есть;;;есть;Комбинированный;;34990;
Ц0000008220;GG-1000-1A3 Casio;ЧАСЫ/Наручные/Casio (Япония);GG-1000-1A3;1;34990;Casio (Япония);GG-1000-1A3.jpg;0;0;0;0;0;1;0;0;;;;Пластиковый;есть;есть;WR 200m;есть;Компас;;есть;есть;Пластик;;есть;;Мужские;;56;;есть;;;;Минеральное;Япония;;есть;;;Кварцевый;есть;есть;Круг;;есть;;;есть;Комбинированный;;34990;
Ц0000012651;GG-1000-1A5 Casio;ЧАСЫ/Наручные/Casio (Япония);GG-1000-1A5;1;29990;Casio (Япония);GG-1000-1A5.jpg;0;0;1;0;0;0;0;0;;;;Пластиковый;есть;есть;WR 200m;есть;Компас;;;есть;Пластик;;есть;;Мужские;;56;;есть;;;;Минеральное;Япония;;есть;;есть;Кварцевый;есть;есть;Круг;;есть;;;есть;Комбинированный;;29990;
Ц0000016807;GG-B100-1A Casio;ЧАСЫ/Наручные/Casio (Япония);GG-B100-1A;1;45990;Casio (Япония);GG-B100-1A.jpg;0;1;0;0;0;0;0;0;;Есть;есть;Пластиковый;есть;есть;WR 200m;есть;Mudmaster;;есть;есть;Пластик;;есть;;Мужские;есть;53;;есть;есть;;;Минеральное;Япония;;есть;;есть;Кварцевый;есть;есть;Круг;есть;есть;;;есть;Комбинированный;есть;45990;
Ц0000016741;GG-B100-1A3 Casio;ЧАСЫ/Наручные/Casio (Япония);GG-B100-1A3;4;45990;Casio (Япония);GG-B100-1A3.jpg;0;1;0;1;0;1;1;0;;Есть;есть;Пластиковый;есть;есть;WR 200m;есть;Bluetooth;;есть;есть;Пластик, карбон;;есть;;Мужские;есть;53;;есть;есть;;;Минеральное;Япония;;есть;;есть;;есть;есть;Круг;есть;есть;;;есть;Комбинированный;есть;45990;
Ц0000022641;GG-B100-1A9 Casio;ЧАСЫ/Наручные/Casio (Япония);GG-B100-1A9;1;33450;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33450;
Ц0000002748;GLS-8900-2E Casio;ЧАСЫ/Наручные/Casio (Япония);GLS-8900-2E;3;8990;Casio (Япония);GLS-8900-2E.jpg;0;1;1;0;0;1;0;0;;;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;есть;;Мужские;;55;;есть;;;;Минеральное;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;8990;
Ц0000007902;GLS-8900CM-4E Casio;ЧАСЫ/Наручные/Casio (Япония);GLS-8900CM-4E;1;10690;Casio (Япония);GLS-8900CM-4E.jpg;0;0;0;0;0;1;0;0;;;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;есть;;Мужские;;55;;есть;;;;Минеральное;Япония;;есть;;есть;Кварцевый;есть;;Круг;;есть;;;есть;Цифровой;;10690;
Ц0000022507;GM-110-1A Casio;ЧАСЫ/Наручные/Casio (Япония);GM-110-1A;1;22950;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22950;
Ц0000022508;GM-110BB-1A Casio;ЧАСЫ/Наручные/Casio (Япония);GM-110BB-1A;1;25250;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25250;
Ц0000022509;GM-110EARTH-1A Casio;ЧАСЫ/Наручные/Casio (Япония);GM-110EARTH-1A;1;33850;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33850;
Ц0000022510;GM-110G-1A9 Casio;ЧАСЫ/Наручные/Casio (Япония);GM-110G-1A9;1;22950;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22950;
Ц0000022511;GM-110MF-1A Casio;ЧАСЫ/Наручные/Casio (Япония);GM-110MF-1A;1;21450;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21450;
Ц0000022512;GM-110SG-9A Casio;ЧАСЫ/Наручные/Casio (Япония);GM-110SG-9A;1;19890;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19890;
Ц0000022513;GM-110SN-2A Casio;ЧАСЫ/Наручные/Casio (Япония);GM-110SN-2A;1;25990;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25990;
Ц0000022514;GM-2100B-3A Casio;ЧАСЫ/Наручные/Casio (Япония);GM-2100B-3A;1;22950;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22950;
Ц0000022515;GM-2100B-4A Casio;ЧАСЫ/Наручные/Casio (Япония);GM-2100B-4A;1;22950;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22950;
Ц0000022642;GM-2100BB-1A Casio;ЧАСЫ/Наручные/Casio (Япония);GM-2100BB-1A;1;24850;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24850;
Ц0000022516;GM-2100C-5A Casio;ЧАСЫ/Наручные/Casio (Япония);GM-2100C-5A;1;22950;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22950;
Ц0000022517;GM-2100CB-1A Casio;ЧАСЫ/Наручные/Casio (Япония);GM-2100CB-1A;1;25250;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25250;
Ц0000022518;GM-2100CB-3A Casio;ЧАСЫ/Наручные/Casio (Япония);GM-2100CB-3A;1;25250;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25250;
Ц0000022519;GM-2100G-1A9 Casio;ЧАСЫ/Наручные/Casio (Япония);GM-2100G-1A9;1;22950;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22950;
Ц0000022520;GM-2100MF-5A Casio;ЧАСЫ/Наручные/Casio (Япония);GM-2100MF-5A;1;21450;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21450;
Ц0000022521;GM-2100N-2A Casio;ЧАСЫ/Наручные/Casio (Япония);GM-2100N-2A;1;22950;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22950;
Ц0000022522;GM-2100SS-1A Casio;ЧАСЫ/Наручные/Casio (Япония);GM-2100SS-1A;1;28790;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28790;
Ц0000022523;GM-240GEM-2A Casio;ЧАСЫ/Наручные/Casio (Япония);GM-240GEM-2A;1;28790;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28790;
Ц0000021693;GM-5600B-1D Casio;ЧАСЫ/Наручные/Casio (Япония);GM-5600B-1D;1;21990;Casio (Япония);;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21990;
Ц0000022524;GM-5600G-9E Casio;ЧАСЫ/Наручные/Casio (Япония);GM-5600G-9E;1;19890;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19890;
Ц0000022525;GM-5600LC-7E Casio;ЧАСЫ/Наручные/Casio (Япония);GM-5600LC-7E;1;19890;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19890;
